Title,Year,Genres,Language,Country,Content_Rating,Duration,Aspect_Ratio,Budget,Gross_Earnings,Director,Actor1,Actor2,Actor3,Reviews_by_Users,Reviews_by_Critics,IMDB_Score
I Can Do Bad All by Myself,2009,Comedy Drama,English,USA,PG-13,113,1.85,13000000,51697449,Tyler Perry,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,59,36,4.1
I Come with the Rain,2009,Thriller,English,France,Not Rated,114,2.35,18000000,4748432,Tran Anh Hung,Takuya Kimura,SimÃ³n Andreu,Shawn Yue,20,59,5.5
I Hope They Serve Beer in Hell,2009,Comedy,English,USA,R,105,2.35,7000000,1425993,Bob Gosse,Geoff Stults,Susie Abromeit,Derek Wayne Johnson,72,52,5.3
I Love You Phillip Morris,2009,Biography Comedy Crime Drama Romance,English,France,R,102,1.85,13000000,2035566,Glenn Ficarra,Dameon Clarke,Louis Herthum,Annie Golden,162,242,6.6
"I Love You, Beth Cooper",2009,Comedy Romance,English,Canada,PG-13,102,1.85,18000000,14793904,Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,80,107,5.3
"I Love You, Man",2009,Comedy Romance,English,USA,R,105,1.85,40000000,71347010,John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,215,215,7.1
Ice Age: Dawn of the Dinosaurs,2009,Action Adventure Animation Comedy Family,English,USA,PG,94,1.85,90000000,196573705,Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,132,188,7
Imagine That,2009,Comedy Drama Family Fantasy,English,USA,PG,107,2.35,55000000,16088610,Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff,39,93,5.6
Inglourious Basterds,2009,Adventure Drama War,English,USA,R,153,2.35,75000000,120523073,Quentin Tarantino,Michael Fassbender,Brad Pitt,Christoph Waltz,1527,486,8.3
Ink,2009,Action Drama Fantasy Sci-Fi,English,USA,NA,107,1.78,250000,NA,Jamin Winans,Eme Ikwuakor,Marty Lindsey,Jessica Duffy,215,66,7
Invictus,2009,Biography Drama History Sport,English,USA,PG-13,134,2.35,60000000,37479778,Clint Eastwood,Matt Damon,Morgan Freeman,Leleti Khumalo,259,306,7.4
It's Complicated,2009,Comedy Drama Romance,English,USA,R,120,1.85,85000000,112703470,Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,214,187,6.6
Jennifer's Body,2009,Comedy Fantasy Horror,English,USA,R,107,1.85,16000000,16204793,Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,294,300,5.1
Julie & Julia,2009,Biography Drama Romance,English,USA,PG-13,123,1.85,40000000,94125426,Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,277,252,7
Knowing,2009,Drama Mystery Sci-Fi Thriller,English,USA,PG-13,121,2.35,50000000,79948113,Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,791,279,6.2
Land of the Lost,2009,Adventure Comedy Sci-Fi,English,USA,PG-13,102,1.85,100000000,49392095,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,224,167,5.4
Law Abiding Citizen,2009,Crime Drama Thriller,English,USA,R,118,2.35,50000000,73343413,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,429,216,7.4
Life During Wartime,2009,Comedy Drama,English,USA,R,98,1.85,4500000,278821,Todd Solondz,Rich Pecci,Shirley Henderson,Charlotte Rampling,37,159,6.5
Little Nicholas,2009,Comedy Family,French,France,NA,91,1.85,22700000,62794894,Laurent Tirard,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,17,56,7.2
Love Happens,2009,Drama Romance,English,USA,PG-13,109,1.85,18000000,22927390,Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,77,111,5.6
Madea Goes to Jail,2009,Comedy Crime Drama,English,USA,PG-13,103,1.85,17500000,90485233,Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,45,44,4.1
Mao's Last Dancer,2009,Biography Drama Music Romance,English,Australia,PG,117,1.85,25000000,4806750,Bruce Beresford,Bruce Greenwood,Suzie Steen,Aden Young,53,83,7.4
Micmacs,2009,Action Comedy Crime,French,France,R,105,2.35,27000000,1260917,Jean-Pierre Jeunet,Omar Sy,Dany Boon,AndrÃ© Dussollier,71,213,7.2
Miss March,2009,Comedy Romance,English,USA,R,90,1.85,6000000,4542775,Zach Cregger,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,73,76,5.1
Monsters vs. Aliens,2009,Action Adventure Animation Comedy Family Sci-Fi,English,USA,PG,94,2.35,175000000,198332128,Rob Letterman,Amy Poehler,Rainn Wilson,Stephen Colbert,187,219,6.5
Moon,2009,Drama Mystery Sci-Fi,English,UK,R,97,2.35,5000000,5009677,Duncan Jones,Kevin Spacey,Matt Berry,Benedict Wong,485,415,7.9
Mother and Child,2009,Drama Romance,English,USA,R,125,2.35,4825000,1110286,Rodrigo GarcÃ­a,Naomi Watts,Jimmy Smits,Carla Gallo,65,161,7.2
Motherhood,2009,Comedy Drama,English,USA,PG-13,90,1.85,5000000,92900,Katherine Dieckmann,Stephanie Szostak,Minnie Driver,Anthony Edwards,23,43,4.7
My Bloody Valentine,2009,Horror Thriller,English,USA,R,101,1.85,15000000,51527787,Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,268,264,5.5
My Dog Tulip,2009,Animation Drama,English,USA,NA,83,1.85,NA,246574,Paul Fierlinger,Isabella Rossellini,Peter Gerety,Lynn Redgrave,15,51,6.9
My Life in Ruins,2009,Comedy Romance,English,USA,PG-13,98,1.85,17000000,8662318,Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch,75,112,5.9
My Sister's Keeper,2009,Drama,English,USA,PG-13,109,2.35,30000000,49185998,Nick Cassavetes,Jason Patric,Sofia Vassilieva,Jeffrey Markle,184,148,7.4
New in Town,2009,Comedy Romance,English,USA,PG,97,1.85,8000000,16699684,Jonas Elmer,J.K. Simmons,Frances Conroy,Harry Connick Jr.,78,121,5.6
Next Day Air,2009,Action Comedy Crime,English,USA,R,84,1.85,3000000,10017041,Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,20,49,5.9
Night at the Museum: Battle of the Smithsonian,2009,Adventure Comedy Family Fantasy,English,USA,PG,105,2.35,150000000,177243721,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,209,185,5.9
Nine,2009,Drama Musical Romance,English,USA,PG-13,118,2.35,80000000,19673424,Rob Marshall,Fergie,Elio Germano,Andrea Di Stefano,232,205,5.8
Ninja Assassin,2009,Action Crime Thriller,English,USA,R,99,2.35,40000000,38105077,James McTeigue,ShÃ´ Kosugi,Ben Miles,Rain,194,235,6.4
Not Easily Broken,2009,Drama Romance,English,USA,PG-13,99,1.85,8000000,10572742,Bill Duke,Eddie Cibrian,Jenifer Lewis,Wood Harris,21,45,6.1
Nowhere Boy,2009,Biography Drama Music,English,UK,R,98,2.35,1900000,1445366,Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,75,205,7.2
Observe and Report,2009,Comedy Crime Drama,English,USA,R,86,2.35,18000000,23993605,Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,248,190,5.8
Oceans,2009,Documentary Drama,French,France,G,104,2.35,40000000,19406406,Jacques Perrin,Pedro ArmendÃ¡riz Jr.,Jacques Perrin,Rie Miyazawa,42,113,7.8
Old Dogs,2009,Comedy Family,English,USA,PG,88,1.85,35000000,49474048,Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,120,124,5.4
Ondine,2009,Drama Mystery Romance,English,Ireland,PG-13,111,1.85,12000000,548934,Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda,57,123,6.8
Orphan,2009,Horror Mystery Thriller,English,USA,R,123,1.85,20000000,41573740,Jaume Collet-Serra,Jimmy Bennett,CCH Pounder,Aryana Engineer,383,265,7
Pandorum,2009,Action Horror Mystery Sci-Fi Thriller,English,Germany,R,108,2.35,33000000,10326062,Christian Alvart,Norman Reedus,Dennis Quaid,Eddie Rouse,310,219,6.8
Paul Blart: Mall Cop,2009,Action Comedy Crime,English,USA,PG,91,1.85,26000000,20819129,Steve Carr,Erick Avari,Adhir Kalyan,Allen Covert,201,167,5.2
Perrier's Bounty,2009,Action Comedy Crime Drama Romance Thriller,English,Ireland,R,88,2.35,6600000,828,Ian Fitzgibbon,Jim Broadbent,Brendan Coyle,Michael McElhatton,31,54,6.4
Pirate Radio,2009,Comedy Drama Music,English,UK,R,135,2.35,NA,7994115,Richard Curtis,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,209,195,7.4
Planet 51,2009,Adventure Animation Comedy Family Sci-Fi,English,Spain,PG,91,2.35,70000000,42194060,Jorge Blanco,Dwayne Johnson,Gary Oldman,James Corden,72,156,6.1
Post Grad,2009,Comedy Romance,English,USA,PG-13,88,1.85,15000000,6373693,Vicky Jenson,J.K. Simmons,Zach Gilford,Bobby Coleman,53,97,5.3
Precious,2009,Drama,English,USA,R,109,1.85,10000000,47536959,Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey,275,323,7.3
Princess Kaiulani,2009,Drama,English,USA,PG,97,2.35,9000000,883887,Marc Forby,Q'orianka Kilcher,Will Patton,Shaun Evans,14,26,6.2
Public Enemies,2009,Biography Crime Drama History Romance,English,USA,R,140,2.35,100000000,97030725,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,585,357,7
Race to Witch Mountain,2009,Action Adventure Family Fantasy Sci-Fi Thriller,English,USA,PG,98,2.35,65000000,67128202,Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,110,166,5.7
Rampage,2009,Action Crime Thriller,English,Canada,R,80,2.35,120000000,NA,Uwe Boll,Matt Frewer,Katharine Isabelle,Michael ParÃ©,129,58,6.3
Red Riding: In the Year of Our Lord 1974,2009,Crime Drama Mystery Thriller,English,UK,Not Rated,102,1.85,9000000,151644,Julian Jarrold,Andrew Garfield,Warren Clarke,John Henshaw,44,91,7.1
Royal Kill,2009,Action Thriller,English,USA,PG-13,90,NA,350000,50090,Babar Ahmed,Lalaine,Alexander Wraith,Darren Kendrick,18,8,3.2
Saint John of Las Vegas,2009,Comedy Drama,English,USA,R,85,2.35,3800000,100669,Hue Rhodes,Peter Dinklage,Steve Buscemi,Romany Malco,11,45,5.8
Saw VI,2009,Horror Mystery,English,Canada,R,92,1.85,11000000,27669413,Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern,194,156,6
Sherlock Holmes,2009,Action Adventure Crime Mystery Thriller,English,USA,PG-13,128,1.85,90000000,209019489,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,621,415,7.6
Shorts,2009,Comedy Family Fantasy,English,USA,PG,89,1.85,40000000,20916309,Robert Rodriguez,Jimmy Bennett,Leo Howard,Jake Short,37,103,4.9
Solitary Man,2009,Comedy Drama Romance,English,USA,R,90,1.85,15000000,4360548,Brian Koppelman,Jenna Fischer,David Costabile,Richard Schiff,60,116,6.4
Sorority Row,2009,Horror Mystery,English,USA,R,101,2.35,16000000,11956207,Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis,126,167,5.1
Soul Kitchen,2009,Comedy Drama,German,Germany,NA,99,1.85,4000000,274385,Fatih Akin,Udo Kier,Moritz Bleibtreu,Birol Ãnel,26,115,7.3
Splice,2009,Drama Horror Sci-Fi,English,Canada,R,104,1.85,26000000,16999046,Vincenzo Natali,Sarah Polley,David Hewlett,Delphine ChanÃ©ac,354,368,5.8
Stan Helsing,2009,Comedy Horror,English,Canada,R,90,1.85,365000,1553556,Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird,66,45,3.6
Star Trek,2009,Action Adventure Sci-Fi,English,USA,PG-13,127,2.35,150000000,257704099,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,1559,518,8
Starsuckers,2009,Documentary,English,UK,NA,103,NA,400000,NA,Chris Atkins,Richard Curtis,Harvey Weinstein,Elton John,8,21,7.4
State of Play,2009,Crime Drama Mystery Thriller,English,USA,PG-13,127,2.35,60000000,36965395,Kevin Macdonald,Robin Wright,Harry Lennix,Michael Weston,235,252,7.1
Steppin: The Movie,2009,Comedy Music,English,USA,PG-13,138,NA,1000000,NA,Michael Taliferro,Wesley Jonathan,Sticky Fingaz,Chrystee Pharris,1,NA,3.4
Street Fighter: The Legend of Chun-Li,2009,Action Crime Drama Mystery Thriller,English,Canada,PG-13,96,2.35,18000000,8742261,Andrzej Bartkowiak,Chris Klein,Robin Shou,Josie Ho,179,103,3.7
Surrogates,2009,Action Sci-Fi Thriller,English,USA,PG-13,89,2.35,80000000,38542418,Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,252,258,6.3
Survival of the Dead,2009,Horror,English,USA,R,90,2.35,4000000,101055,George A. Romero,Julian Richings,Shawn Roberts,Kathleen Munroe,159,274,5
Taking Woodstock,2009,Comedy Drama Music,English,USA,R,120,1.85,30000000,7443007,Ang Lee,Imelda Staunton,Kevin Chamberlin,Demetri Martin,71,210,6.7
Tanner Hall,2009,Drama,English,USA,R,96,NA,3000000,5005,Francesca Gregorini,Tom Everett Scott,Amy Sedaris,Chris Kattan,14,21,5.9
Terminator Salvation,2009,Action Adventure Sci-Fi,English,USA,PG-13,118,2.35,200000000,125320003,McG,Christian Bale,Bryce Dallas Howard,Common,974,422,6.6
The Blind Side,2009,Biography Drama Sport,English,USA,PG-13,129,1.85,29000000,255950375,John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,420,261,7.7
The Boondock Saints II: All Saints Day,2009,Action Crime Thriller,English,USA,R,138,2.35,8000000,10269307,Troy Duffy,Norman Reedus,Julie Benz,Clifton Collins Jr.,188,91,6.3
The Box,2009,Drama Fantasy Mystery Thriller,English,USA,PG-13,115,2.35,16000000,15045676,Richard Kelly,Frank Langella,Gillian Jacobs,Celia Weston,376,287,5.6
The City of Your Final Destination,2009,Drama Romance,English,USA,PG-13,117,1.85,8300000,1448788,James Ivory,Alexandra Maria Lara,Omar Metwally,Diego Velazquez,25,55,6.4
The Cry of the Owl,2009,Drama Thriller,English,UK,R,100,2.35,11500000,32572,Jamie Thraves,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,27,35,6
The Damned United,2009,Biography Drama Sport,English,UK,R,98,1.85,10000000,449558,Tom Hooper,Stephen Graham,Mark Bazeley,Maurice RoÃ«ves,75,145,7.6
The Deported,2009,Comedy,English,USA,PG-13,90,1.85,3000000,NA,Lance Kawas,Taylor Negron,Michael Rapaport,Talia Shire,1,NA,6.2
The Devil's Tomb,2009,Action Horror Sci-Fi,English,USA,R,90,1.85,10000000,220925,Jason Connery,Ray Winstone,Henry Rollins,Jason London,60,32,3.8
The Eclipse,2009,Drama Horror Romance,English,Ireland,R,86,1.85,68000000,128937,Conor McPherson,Aidan Quinn,Iben Hjejle,Jim Norton,31,90,6.2
The Exploding Girl,2009,Drama,English,USA,Unrated,79,NA,40000,24705,Bradley Rust Gray,Zoe Kazan,Mark Rendall,Jordan Scovel,10,61,6.3
The Final Destination,2009,Horror,English,USA,R,82,2.35,40000000,66466372,David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,290,221,5.2
The Fourth Kind,2009,Mystery Sci-Fi Thriller,English,USA,PG-13,98,2.35,10000000,25464480,Olatunde Osunsanmi,Milla Jovovich,Will Patton,Hakeem Kae-Kazim,330,183,5.9
The Girl on the Train,2009,Drama,French,France,Unrated,105,2.35,45000000,2874,AndrÃ© TÃ©chinÃ©,Catherine Deneuve,Ronit Elkabetz,Ãmilie Dequenne,14,66,6
The Good Guy,2009,Comedy Romance,English,USA,R,90,1.85,8000000,100503,Julio DePietro,Adrian Martinez,Scott Porter,Aaron Yoo,20,22,5.9
The Good Heart,2009,Drama,English,Iceland,R,99,2.35,3800000,19959,Dagur KÃ¡ri,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,14,61,6.9
"The Goods: Live Hard, Sell Hard",2009,Comedy,English,USA,R,89,1.85,10000000,15102127,Neal Brennan,Rob Riggle,Noureen DeWulf,Charles Napier,59,83,5.8
The Greatest,2009,Drama Romance,English,USA,R,96,2.35,6000000,115862,Shana Feste,Jennifer Ehle,ZoÃ« Kravitz,Cara Seymour,50,63,6.7
The Hangover,2009,Comedy,English,USA,R,108,2.35,35000000,277313371,Todd Phillips,Bradley Cooper,Rob Riggle,Mike Epps,626,334,7.8
The Hole,2009,Adventure Fantasy Thriller,English,USA,PG-13,92,1.85,12000000,NA,Joe Dante,Bruce Dern,Teri Polo,Haley Bennett,69,147,5.7
The Horse Boy,2009,Documentary,English,USA,Unrated,93,1.85,160000,155984,Michel Orion Scott,Temple Grandin,Rowan Isaacson,Simon Baron-Cohen,9,29,7.4
The House of the Devil,2009,Horror,English,USA,R,95,1.85,900000,100659,Ti West,Lena Dunham,Greta Gerwig,Dee Wallace,193,238,6.4
The Imaginarium of Doctor Parnassus,2009,Adventure Fantasy Mystery,English,UK,PG-13,123,1.85,40000000,7689458,Terry Gilliam,Andrew Garfield,Lily Cole,Verne Troyer,210,292,6.8
The Informant!,2009,Comedy Crime Drama Thriller,English,USA,R,108,1.85,21000000,33313582,Steven Soderbergh,Matt Damon,Joel McHale,Thomas F. Wilson,175,248,6.5
The International,2009,Action Crime Drama Mystery Thriller,English,USA,R,118,2.35,50000000,25450527,Tom Tykwer,Naomi Watts,BrÃ­an F. O'Byrne,Armin Mueller-Stahl,190,245,6.5
The Invention of Lying,2009,Comedy Fantasy Romance,English,USA,PG-13,100,1.85,18500000,18439082,Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr,287,192,6.4
The Janky Promoters,2009,Comedy Crime Music,English,USA,R,85,1.85,10000000,9069,Marcus Raboy,Mike Epps,Tamala Jones,Glenn Plummer,10,4,5.2
The Joneses,2009,Comedy Drama,English,USA,R,96,2.35,5000000,1474508,Derrick Borte,Demi Moore,Gary Cole,Robert Pralgo,88,144,6.5
The Last House on the Left,2009,Crime Horror Thriller,English,USA,R,114,1.85,15000000,32721635,Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,279,241,6.6
The Last Station,2009,Biography Drama Romance,English,Germany,R,112,2.35,13000000,6615578,Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,82,184,7
The Loved Ones,2009,Horror Thriller,English,Australia,R,84,2.35,4000000,NA,Sean Byrne,Robin McLeavy,Jessica McNamee,Victoria Thaine,104,182,6.7
The Lovely Bones,2009,Drama Fantasy Thriller,English,USA,PG-13,135,2.35,65000000,43982842,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,593,308,6.7
The Men Who Stare at Goats,2009,Comedy War,English,USA,R,94,2.35,25000000,32416109,Grant Heslov,Kevin Spacey,Jeff Bridges,Stephen Root,268,271,6.2
The Messenger,2009,Drama Romance War,English,USA,R,105,2.35,6500000,66637,Oren Moverman,Steve Buscemi,Yaya DaCosta,Eamonn Walker,92,217,7.2
The Mighty Macs,2009,Drama Sport,English,USA,G,99,2.35,7000000,1889522,Tim Chambers,Ellen Burstyn,Marley Shelton,Jennifer Butler,12,34,6.5
The Missing Person,2009,Drama,English,USA,NA,95,1.85,1500000,17580,Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein,23,66,6.2
The Open Road,2009,Comedy Drama,English,USA,PG-13,91,2.35,10000000,19348,Michael Meredith,Jeff Bridges,Justin Timberlake,Ted Danson,11,23,5.5
The Perfect Game,2009,Comedy Drama Family Sport,English,Canada,PG,118,2.35,12500000,1089445,William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill,33,41,7
The Princess and the Frog,2009,Animation Family Fantasy Musical Romance,English,USA,G,97,1.85,105000000,104374107,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,214,228,7.1
The Proposal,2009,Comedy Drama Romance,English,USA,PG-13,108,2.35,40000000,163947053,Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,273,224,6.7
The Road,2009,Adventure Drama,English,USA,R,111,2.35,25000000,56692,John Hillcoat,Viggo Mortensen,Charlize Theron,Robert Duvall,504,355,7.3
The Secret in Their Eyes,2009,Drama Mystery Thriller,Spanish,Argentina,R,129,2.35,2000000,20167424,Juan JosÃ© Campanella,Ricardo DarÃ­n,Soledad Villamil,Guillermo Francella,231,262,8.2
The Secret of Kells,2009,Adventure Animation Family Fantasy,English,France,Not Rated,75,1.85,6500000,686383,Tomm Moore,Sean Lennon,Mick Lally,Evan McGuire,71,118,7.7
The Soloist,2009,Biography Drama Music,English,UK,PG-13,117,2.35,60000000,31670931,Joe Wright,Robert Downey Jr.,Stephen Root,Rachael Harris,143,210,6.7
The Stepfather,2009,Crime Thriller,English,USA,PG-13,101,2.35,20000000,29062561,Nelson McCormick,Sela Ward,Paige Turco,Skyler Samuels,119,121,5.6
The Taking of Pelham 1 2 3,2009,Action Crime Thriller,English,USA,R,106,2.35,100000000,65452312,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,285,267,6.4
The Time Traveler's Wife,2009,Drama Fantasy Romance Sci-Fi,English,USA,PG-13,107,2.35,39000000,63411478,Robert Schwentke,Arliss Howard,Brooklynn Proulx,Michelle Nolden,234,214,7.1
The True Story of Puss'N Boots,2009,Adventure Animation Comedy,English,France,G,80,NA,25000000,7687222,JÃ©rÃ´me Deschamps,Yolande Moreau,AndrÃ© Wilms,JÃ©rÃ´me Deschamps,24,4,2.9
The Twilight Saga: New Moon,2009,Adventure Drama Fantasy Romance,English,USA,PG-13,130,2.35,50000000,296623634,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,919,299,4.6
The Ugly Truth,2009,Comedy Romance,English,USA,R,96,2.35,38000000,88915214,Robert Luketic,Gerard Butler,John Michael Higgins,Eric Winter,169,174,6.5
The Unborn,2009,Drama Fantasy Horror Mystery Thriller,English,USA,PG-13,89,2.35,16000000,42638165,David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,230,178,4.8
The White Ribbon,2009,Drama Mystery,German,Germany,R,144,1.85,12000000,2222647,Michael Haneke,Ulrich Tukur,Burghart KlauÃner,Leonie Benesch,193,292,7.8
The Young Victoria,2009,Biography Drama History Romance,English,UK,PG,100,2.35,35000000,10991381,Jean-Marc VallÃ©e,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,100,188,7.3
This Is It,2009,Documentary Music,English,USA,PG,111,1.78,60000000,71844424,Kenny Ortega,Misha Gabriel Hamilton,Mekia Cox,Judith Hill,223,136,7.3
To Save a Life,2009,Drama,English,USA,PG-13,120,2.35,1000000,3773863,Brian Baugh,Randy Wayne,Sean Michael Afable,D. David Morin,55,20,7.1
Transformers: Revenge of the Fallen,2009,Action Adventure Sci-Fi,English,USA,PG-13,150,2.35,200000000,402076689,Michael Bay,Glenn Morshower,Kevin Dunn,Ramon Rodriguez,1439,366,6
Triangle,2009,Fantasy Mystery Thriller,English,UK,R,99,2.35,12000000,1594955,Christopher Smith,Rachael Carpani,Michael Dorman,Emma Lung,293,156,6.9
Underworld: Rise of the Lycans,2009,Action Adventure Fantasy Sci-Fi Thriller,English,USA,R,92,2.35,35000000,45802315,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,169,164,6.6
Up in the Air,2009,Drama Romance,English,USA,R,108,1.85,25000000,83813460,Jason Reitman,J.K. Simmons,Anna Kendrick,Chris Lowell,452,391,7.4
Up,2009,Adventure Animation Comedy Family,English,USA,PG,96,1.85,175000000,292979556,Pete Docter,John Ratzenberger,Delroy Lindo,Jess Harnell,704,408,8.3
Vampire Killers,2009,Action Comedy Fantasy Horror,English,UK,R,88,2.35,2000000,NA,Phil Claydon,MyAnna Buring,James Corden,Silvia Colloca,91,107,5.2
